"","synthetic_question","article_ids"
848,"Le Gouvernement remet annuellement au Parlement wallon, selon les modalités qu'il détermine, un rapport sur l'exécution du présent chapitre. Quelles sont les modalités déterminées par le Gouvernement pour la remise du rapport au Parlement wallon sur l'exécution du chapitre en question ?",10329
849,"Quelles autorités sont habilitées à effectuer des enquêtes pour contrôler la véracité de la déclaration sur l'honneur visée aux articles VII.181, § 3 et VII.186, § 3 de la loi?",15415
850,"Quels types de logements ne sont pas concernés par le champ d'application du présent chapitre ?",736
851,"Quelles sont les matières que les agglomérations et les fédérations peuvent régler avec l'accord ou à la demande d'une majorité des communes qui les composent?",17426
852,"Quelles autorités sont habilitées à introduire une action en cessation selon le Code de droit économique?",6875
853,"Quels types de recommandations peut formuler le conseiller en prévention-médecin du travail concernant une travailleuse enceinte ou allaitante selon l'article de la loi statutaire donné?",21092
854,"Le procès-verbal peut-il continuer de faire foi à l'égard des autres prévenus s'ils ne s'inscrivent pas en faux, selon cet article?",3705
855,"Quelle est la date limite pour transmettre les comptes annuels de chaque service à l'AWIPH ?",8044
856,"Quels sont les moyens par lesquels les réclamations et observations concernant les plans et programmes relevant de la catégorie A.1, A.2 et B doivent être envoyés avant la clôture de l'enquête ou le jour de la séance de clôture selon l'article donné ?
",11733
857,"Quels sont les éléments essentiels du statut des membres du personnel du service de police intégré, structuré à deux niveaux, régis par la loi?",22619
858,"Quelles mesures doivent être prises lorsqu'un procédé industriel utilise des agents biologiques des groupes 2, 3 ou 4 selon cet article de loi?",22045
859,"Quels types d'organisations peuvent prendre en location un logement d'utilité publique géré par une société de logement de service public selon cet article de loi?",12155
860,"Quels types de sociétés sont exonérées de la taxe annuelle selon l'article donné?",22358
861,"Quelles sont les limitations imposées au dépositaire en ce qui concerne la connaissance des biens qui lui ont été confiés ?",2648
862,"Quelles informations l'employeur doit-il fournir au Comité lors de la réunion annuelle concernant la politique d'environnement de l'entreprise?",21342
863,"Quels organisme assure le secrétariat de la P.G.I.E.?",16205
864,"Quels sont les types de programmes de formation que le centre de coordination contribue à élaborer dans le cadre de la prise en charge au domicile ?",10503
865,"Qu'est-ce que l'entité qualifiée selon cet article de la loi?",13941
866,"Quelle est la date limite pour les collèges et le comité de direction de la Cour de cassation pour approuver les comptes des entités judiciaires de l'exercice écoulé et les transmettre aux ministres de la Justice et du Budget ?",4025
867,"Quelles sont les personnes pouvant assister le débiteur lors de l'enquête menée par la chambre des entreprises en difficulté en vertu de cet article de loi ?",15734
868,"Quel est le montant maximal autorisé pour le coût des prises en charge transformées, selon l'article de l'AWIPH mentionné?",8690
869,"Quelles sont les personnes qui ne peuvent pas être désignées comme liquidateurs d'une société, selon l'article de loi donné?",19872
870,"Quelles sont les circonstances dans lesquelles les fonctionnaires de police peuvent être exemptés de peine pour avoir commis des infractions dans le cadre de l'exécution de leurs missions, selon l'article de loi fourni ?",13269
871,"Quelles peines sont prévues pour les administrateurs, mandataires et préposés d'une SISP qui font sciemment une déclaration fausse ou incomplète pour obtenir ou conserver une subvention de la Région dans cet article ?",689
872,"Quelles sont les conséquences en termes de poursuites pénales si une marque, un brevet ou un autre droit de propriété intellectuelle a été déclaré nul ou déchu par une décision judiciaire ou administrative?",15551
873,"Quelles sont les modalités de répartition de la redevance entre les détenteurs d'un certificat de sécurité unique partie B et le détenteur de l'agrément de sécurité selon l'article donné de la loi?",3354
874,"Quelles sont les conditions de composition du collège provincial en fonction du nombre d'habitants de la province en vertu de l'article donné ?",17501
875,"Quelle est la durée minimale requise pour l'horaire du module multidisciplinaire de base selon l'article de loi donné?",21262
876,"Quelles informations doivent être incluses dans le questionnaire relatif aux missions pour l'agrément d'un centre selon l'article 624/8 du Code décrétal?",9710
877,"La question pertinente serait:

Est-ce que la caution a un recours contre le débiteur principal si elle ne l'a pas averti du paiement effectué par elle et si le débiteur principal a payé une seconde fois?",2749
878,"Quelles sont les limites du montant journalier de la participation financière qu'un service peut réclamer selon l'article donné de la loi ?",9133
879,"Quels sont les types de diffusion et de publication interdits en vertu de l'article de loi donné ?",6562
880,"Quelle procédure est suivie pour enregistrer un divorce dans la Banque Carrefour de l'état civil (BAEC) en Belgique selon cet article de loi statutaire?",5504
881,"Quel est le délai accordé au fonctionnaire chargé du recouvrement pour effectuer la restitution des sommes dues pour le paiement indu des taxes sur les eaux usées domestiques en vertu de l'article D.270?",16905
882,"Est-ce que l'agent peut faire l'objet de plusieurs sanctions disciplinaires s'il commet plusieurs faits répréhensibles ?",18328
883,"Quelle est la compétence territoriale pour poursuivre les délits maritimes commis à bord d'un navire belge selon l'article de loi donné?",19725
884,"Quelles sont les pièces et informations requises pour une demande d'agrément auprès de l'AWIPH selon l'article donné ?",8198
885,"Quelles sont les obligations des utilisateurs finaux ou des commanditaires en matière de communication des données d'identification des travailleurs détachés selon la loi-programme du 27 décembre 2006?",7071
886,"Qu'est-ce que l'on entend par ""créance maritime"" selon l'article de loi donné?",18919
887,"Le tribunal peut-il accorder l'anonymat partiel à un témoin s'il existe une présomption raisonnable qu'il ou une personne de son entourage pourrait subir un préjudice grave à la suite de la divulgation de certaines données d'identité lors de sa déposition?",13439
888,"Est-ce que les privilèges et hypothèques primitifs de la créance peuvent passer sur les biens du nouveau débiteur lorsqu'une novation s'opère par la substitution d'un nouveau débiteur?",2169
889,"Quelles sont les conditions requises pour qu'une opération de scission mixte puisse être réalisée selon cet article de loi ?",20657
890,"Quelles sont les circonstances dans lesquelles un juge suppléant peut recevoir la moitié du traitement affecté aux fonctions effectives selon l'article donné ?",4310
891,"Quelle est la forme de conservation des données issues de l'évaluation et/ou du mesurage du niveau d'exposition au bruit selon cet article de la loi belge ?",21692
892,"Quelles sont les sanctions que la commission disciplinaire et de traitement des plaintes peut imposer à un médiateur agréé selon l'article donné ?",6054
893,"Quelle est la procédure à suivre pour effectuer une saisie conservatoire sur les biens à bord d'un bateau de navigation intérieure selon l'article de loi donné?",19521
894,"Quelle est la procédure accélérée à suivre pour la révision du plan de secteur en cas d'inscription d'une zone d'enjeu régional sans compensation due conformément à l'article mentionné dans l'article de loi donné ?",12623
895,"Quelles peines sont prévues en cas d'arrestation réalisée sur un faux ordre de l'autorité publique ou avec le costume d'un de ses agents, ou si la personne arrêtée a été menacée de mort selon cet article de la loi statutaire belge ?",6591
896,"Quelles sont les méthodes approuvées pour l'échantillonnage, la conservation et le transport des échantillons mentionnées dans l'article de loi?",16829
897,"Quelles sont les différentes catégories de représentants qui doivent composer le groupe d'accompagnement selon cet article de la loi belge?",21266
898,"Quelle procédure doit être suivie pour obtenir l'autorisation de vendre des immeubles en cas de vente de gré à gré, selon l'article de loi donné ?",15798
899,"Quelles sont les conséquences de la réaffectation d'un site d'activité inexploité selon cet article de la loi belge ?",492
900,"Quel est le rôle du vice-président en cas d'absence ou d'empêchement du président?",12433
901,"Est-ce que l'exécution provisoire peut être demandée lors de l'appel selon cet article de loi?",5720
902,"Quelles modifications au régime légal peuvent être apportées par les époux qui ont adopté un régime en communauté selon l'article donné?",2291
903,"Quelles sont les trois types d'élections couvertes par l'article de loi donné ?",17759
904,"Quels sont les délais mentionnés à l'article 178 pour la notification de la décision du fonctionnaire délégué concernant le permis ?",386
905,"Quelles informations doivent être enregistrées dans la Centrale par la Banque selon cet article de la loi?",14522
906,"Quel organe est chargé de déterminer la hauteur de la participation aux frais de déplacement des aides réclamée à la personne aidée?",10273
907,"Quels sont les différents modes de communication autorisés pour les envois visés à la présente section?",16466
908,"Quelle est la nature des renseignements et des informations que les autorités et services publics compétents doivent se communiquer en vertu de l'article 1er de la loi statutaire belge donnée?",15467
909,"Quelles sont les conditions requises pour prolonger le titre provisoire de fonctionnement en vertu de cet article de la loi ?",9249
910,"Quels sont les entités et institutions qui recevront les membres du personnel et le patrimoine de la province de Brabant selon l'article donné ?",22434
911,"Quelle dénomination doit être utilisée par chaque distributeur pour consigner le montant de sa contribution au fonds social de l'eau, tel que stipulé dans l'article 311, § 3, 1°?",16805
912,"Dans quelles circonstances une personne ayant le droit d'utiliser un programme d'ordinateur peut-elle effectuer la reproduction de ce programme sous la forme d'une copie de sauvegarde, selon l'article de la loi statutaire en question?",15257
913,"Quelles mesures doivent être prises en cas d'impossibilité pour le président ou un juge de signer un jugement ou un acte selon cet article de loi?",4878
914,"Quelles sont les circonstances dans lesquelles l'indemnité prévue à l'article 540 n'est pas accordée pour les déplacements effectués dans la résidence des bénéficiaires?",18710
915,"Quelles sont les conditions pour qu'un agent puisse s'absenter de son service selon cet article de la loi belge ?",18529
916,"Quelles sont les obligations préalables à respecter avant tout acte déclaratif, translatif ou constitutif d'un droit réel portant sur un lot visé par un permis d'urbanisation ou un permis d'urbanisme de constructions groupées ?",12895
917,"Est-ce que l'employeur peut établir un réfectoire pour les travailleurs sans obtenir l'accord du Comité?",21465
918,"Quel processus est nécessaire pour la négociation des réformes fondamentales de l'enseignement en Belgique?",11444
919,"Quelles sont les responsabilités du comptable en ce qui concerne le suivi du budget dans ce texte de loi?",9499
920,"Quelle est la durée du mandat des membres du conseil et que se passe-t-il en cas de cessation anticipée d'un mandat?",7666
921,"Quelles informations doivent figurer sur le document de transport selon la présente section du Code belge de la Navigation ?",19315
922,"Quelle autorité administrative est compétente pour traiter les réclamations liées aux taxes provinciales ou communales, et quelles sont les étapes de la procédure à suivre ?",17694
923,"Quelle est la procédure à suivre pour saisir le Conseil fédéral des barreaux de questions concernant le barreau en général et la bonne administration de la justice ?",4473
924,"Quelles sont les peines encourues par une personne qui, sans autorisation, accède à un système informatique ou s'y maintient en commettant une infraction avec une intention frauduleuse selon l'article donné ?",6754
925,"Quelle est la limite maximale qu'un service résidentiel pour jeunes est autorisé à réclamer à une personne handicapée ou son représentant légal par jour de présence, en vertu de l'article 1277, § 1er en 2016?",9196
926,"Quelles principales décisions relatives à la gestion des entreprises ferroviaires détenues ou contrôlées par l'État peuvent nécessiter l'approbation préalable des actionnaires?",3275
927,"Quelles conditions doivent être remplies pour qu'un mineur puisse effectuer une donation à son époux par contrat de mariage selon cet article de la loi statutaire belge?",1979
928,"Quel organe gouvernemental doit recevoir les bilans et conclusions d'examen selon l'article de loi donné ?",7718
929,"Quelles personnes peuvent assister ou représenter le requérant lors de l'audience de la Commission d'appel en vertu de l'article législatif donné?",7749
930,"Quel est le rôle du président vis-à-vis du personnel employé par la wateringue ?",16296
931,"Quelles sont les missions de l'Ordre des Barreaux francophones et germanophone et de l'Orde van Vlaamse Balies en ce qui concerne l'aide juridique, la formation professionnelle et la défense des intérêts professionnels de leurs membres?",4464
932,"Quelles sont les conditions requises pour qu'un contrôle des comptes soit considéré comme un ""contrôle légal des comptes"" selon l'article donné de la loi statutaire belge?",19994
933,"Quelles sont les fonctions du secrétaire-chef de service par rapport à la direction du secrétariat de parquet ?",4004
934,"Quel est le moment à partir duquel le jugement ou l'arrêt prononçant le divorce produit des effets à l'égard des tiers selon cet article de la loi statutaire belge?",5505
935,"Quelle est la conséquence sur le délai de prescription de l'action individuelle d'une PME ou d'un consommateur qui a choisi d'exclure un groupe en cas de recevabilité d'une demande de réparation collective ?",15674
936,"Quelles opérations sont considérées comme de la manutention manuelle de charges en vertu de cet article de loi?",22114
937,"Quelle est la durée minimale et maximale pendant laquelle un usager peut être privé de ses droits en cas de refus de porter secours en cas d'incendie dans les bois soumis à leurs droits d'usage?",3669
938,"Quelles sont les étapes et les conditions pour qu'une société puisse demander l'autorisation de ne pas communiquer au actionnaires les observations du commissaire lors de la révocation de ce dernier, selon cet article de loi?",20006
939,"Quels sont les différents types de comptes sur lesquels les teneurs de comptes agréés peuvent détenir des titres dématérialisés selon l'article de la loi donné ?",20392
940,"Quels sont les deux fonds internationaux mentionnés dans l'article de loi donné?",19385
941,"Quelles sont les différentes méthodes à travers lesquelles les avis, notifications et significations peuvent être remis à un individu soumis aux lois militaires en Belgique ou à l'étranger selon cet article?",13467
942,"Quelles sont les implications de la présente sous-section pour les navires estuaires ?",19028
943,"Quels organes sont consultés avant que le Gouvernement ne décide d'accorder des subventions pour promouvoir l'intégration des personnes handicapées?",10306
944,"Quels sont les principaux éléments de la procédure organisée par la loi pour prévenir les conflits entre la loi, le décret et les règles visées à l'article 134 en Belgique ?",22574
945,"Le Conseil de l'Ordre des Avocats peut-il prévoir l'inscription obligatoire d'avocats pour l'effectivité de l'aide juridique, selon l'article fourni?",4488
946,"Quelles unités de mesure font partie du système légal belge selon cet article de loi ?",14804
947,"Quelles sont les conditions de nomination prioritaires pour les secrétaires communaux, les secrétaires communaux adjoints et les receveurs communaux dans une agglomération ou une fédération ?",17446
948,"Quelles informations sont disponibles sur le site Internet du Département de l'Aménagement du territoire et de l'Urbanisme de la DGO4 concernant les plans d'expropriation et les périmètres de préemption ?",13176
949,"Quel est le droit applicable aux obligations non contractuelles selon l'article de loi donné ?",16046
950,"Quelles sont les demandes spécifiques que le juge de l'application des peines peut traiter en fonction de l'article 464/20 du Code d'Instruction criminelle ?",4721
951,"Quel est le délai de prescription pour les actions récursoires du porteur d'un chèque contre les endosseurs, le tireur et les autres obligés?",14757
952,"Quelle procédure doit être suivie pour soumettre une demande d'agrément de travail?",7569
953,"Le département est-il tenu d'aviser le conseil communal ou toute personne physique ou morale de la décision d'approbation du projet de plan conformément à l'article D.II.49, § 3?",12618
954,"Quelle conséquence a le non-respect de l'obligation de signature du contrat de crédit avant tout engagement ou paiement entre le consommateur et le vendeur/le prestataire de services ?",14418
955,"Quels sont les cas où un descendant direct de S.M. Léopold, Georges, Chrétien, Frédéric de Saxe-Cobourg peut être déchu de ses droits à la couronne en vertu de cet article de loi?",22516
956,"Quelles actions sont considérées comme contraires aux pratiques honnêtes du marché selon cet article de loi?",14274
957,"Combien de jours de congé de maladie un agent peut-il obtenir par douze mois d'ancienneté de service, selon l'article donné de la loi statutaire belge ?",18569
958,"Quelles sont les conditions pour les entreprises ferroviaires desservant des gares situées à proximité de la frontière de bénéficier d'un certificat de sécurité unique sans extension du domaine d'exploitation selon cet article de loi?",3388
959,"Quelles mentions doivent figurer sur l'avertissement-extrait de rôle selon l'article L3321, § 3 ?",17689
960,"Quels sont les pouvoirs du procureur fédéral en termes d'actions à entreprendre sur le territoire du Royaume en vertu de l'article donné ?",13279
961,"Quelles sont les conditions requises pour qu'une association soit reconnue en application de l'article 57, § 1er de la loi donnée ?",10043
962,"Quelles sont les modalités de répartition des montants affectés aux établissements d'enseignement et de formation agréés pour l'année 2017 selon l'article donné de la loi statutaire belge ?",8493
963,"Quelles informations doivent être fournies à l'accueillant par le service en vertu de l'article donné de la loi belge?",7773
964,"Quelles sont les conditions pour que le dossier individuel puisse être conservé sur support électronique selon cet article de la loi statutaire belge ?",21009
965,"Quelles personnes bénéficient du droit à la protection prévu par le présent titre en vertu de l'article XI.319 et XI.322 et dans quelles conditions?",15295
966,"Quelles sont les responsabilités de l'Agence wallonne pour la Promotion d'une Agriculture de qualité en ce qui concerne la promotion des produits de qualité différenciée?",11056
967,"Quels sont les âges minimum requis pour qu'un mineur soit convoqué par le juge dans les procédures relatives à sa personne ou à ses biens selon cet article de loi?",5408
968,"Quelle est la durée maximale prévue pour la reconstitution du capital selon l'article de la loi statutaire donné?",14469
969,"Quelles sont les institutions qui composent le comité de concertation selon l'article de loi donné?",17460
970,"Quel est le nombre maximum d'électeurs inscrits dans les bureaux de vote dont les bulletins sont confiés à un même bureau de dépouillement dans les communes chef-lieu de canton ?",17860
971,"Quelles sont les obligations du centre de coordination en ce qui concerne les conventions avec les cercles de médecins généralistes et le partage d'information, telles que définies dans l'article en question ?",10509
972,"Quels sont les cas dans lesquels un permis peut être refusé ou assorti de conditions en matière d'urbanisation ou de travaux sur un terrain selon l'article donné?",12816
973,"Quelles entreprises sont prises en compte dans le calcul du chiffre d'affaires total d'une entreprise concernée selon l'article de loi donné ?",14056
974,"Quels sont les délais et les conditions dans lesquels les parties peuvent adresser des observations au juge suite à une demande formée par requête en vertu de cet article de loi statutaire belge?",4864
975,"Quelles sont les obligations de l'utilisateur de l'infrastructure en cas de non-conformité d'un véhicule qu'il utilise, selon cet article de loi?",3473
976,"Quelles informations doivent être fournies avec une demande selon l'article de loi donné?",8362
977,"Quelles sont les personnes autorisées à accéder aux données à caractère personnel selon l'article de loi donné ?",14518
978,"Quelles autorités peuvent accorder des dérogations aux dispositions mentionnées dans l'article donné de la loi belge?",14827
979,"Quelles sont les conséquences si le demandeur ne fournit pas les renseignements complémentaires demandés dans les trente jours suivant la demande?",7271
980,"Quelles sont les conditions pour qu'un membre du Conseil Supérieur puisse se faire remplacer au sein de la Commission de sensibilisation et de communication?",21384
981,"Quelles sont les personnes qui peuvent initier l'extension de la surveillance de la santé selon l'article de loi donné ?",21081
982,"Quelle est la fréquence à laquelle l'entreprise formatrice doit soumettre un état trimestriel des cotisations patronales de sécurité sociale à l'AWIPH selon cet article de loi?",8571
983,"Quelles autorités sont habilitées à se pourvoir devant la Cour de cassation dans l'intérêt de la loi en Belgique ?",5228
984,"Quelle est la durée de validité d'un jugement du tribunal de la famille confirmant l'aptitude d'un adoptant à procéder à une adoption?",5349
985,"Quel est le rôle du Service de médiation pour le consommateur et quelles sont ses missions spécifiques selon cet article de loi?",15580
986,"Quelles sont les modalités fixées par le Gouvernement pour la transmission et le traitement des données électorales en vertu de l'article donné du Code électoral belge ?",17897
987,"Quelles indications doivent obligatoirement figurer sur une mention de l'extinction ou de la nullité d'un certificat selon cet article de la loi belge?",15015
988,"Quelles autorités sont habilitées à établir les actes de décès des personnes de nationalité belge au service des Forces armées belges en cas d'opérations militaires en dehors du territoire belge, selon le Code?",899
989,"Quelles sont les missions définies pour les fermes pédagogiques conformément à l'article mentionné?",11075
990,"Quel est le contenu de l'article D.II.50, § 2 auquel fait référence cet article de loi statutaire belge?",12622
991,"Quelles sont les conditions préalables requises pour qu'un juge de paix puisse se saisir d'office selon cet article de loi?",5419
992,"Quelles autorités sont responsables de fixer les modalités de demande, de délivrance, de révision, de prorogation, de renouvellement, de suspension ou de retrait de l'agrément de sécurité en Belgique?",3384
993,"Quelles sont les responsabilités de la commune lorsque l'animal de compagnie est retrouvé mort sur le domaine public et qu'il est identifié ou enregistré selon les dispositions de la sous-section 4 de la loi?",12311
994,"Quelle est l'obligation à laquelle tout membre du personnel d'une école visée à l'article 1.7.4-1 est soumis en relation avec le principe de neutralité?",11519
995,"Quels sont les délais minimum et maximum pour lesquels une concession peut être accordée selon cet article de loi?",17264
996,"Quelles sont les mesures que l'autorité de sécurité peut prendre lorsqu'un sous-système ne satisfait pas entièrement aux dispositions du Code ferroviaire belge?",3459
997,"Quelles entreprises sont concernées par l'obligation de contribuer à la surveillance des eaux de surface selon l'article R.103 ?",16188
998,"Quelles sont les conditions pour qu'une partie puisse demander l'enregistrement littéral de l'ensemble des questions posées au cours de l'enquête dans le cadre de cet article de loi?",5043
999,"Quel est l'objectif principal des services et structures visés par le présent titre en ce qui concerne les personnes en situation d'exclusion?",10022
1000,"Quelles sont les peines prévues pour ceux qui fabriquent, détiennent ou transportent des instruments ou objets destinés à faciliter la perpétration d'infractions telles que celles prévues aux articles 136bis, 136ter et 136quater?",6238
1001,"La personne morale à transformer est-elle autorisée à effectuer une transformation transfrontalière si elle est soumise à une procédure d'insolvabilité?",20833
1002,"Quels sont les différents types de zones protégées couvertes par l'article mentionné?",12690
1003,"Quelles infrastructures sont considérées comme faisant partie du réseau des principales infrastructures de communication en Wallonie, selon l'article de la loi donné?",12529
1004,"Quelles sont les règles à respecter dans le cadre de l'élaboration du budget du réseau selon l'article de loi donné ?",9741
1005,"Quelles peines sont prévues pour les infractions commises envers la Belgique ou envers un Etat avec lequel la Belgique est unie par un accord régional en vue d'une défense commune selon l'article donné ?",6203
1006,"Quelles sont les conditions requises pour qu'un candidat puisse être nommé président de l'Autorité belge de la concurrence selon cet article de loi ?",14065
1007,"Combien de juges doivent être présents lors de la délibération sur la mise en accusation devant la chambre de la cour de cassation?",13803
1008,"Quels effets rétroactifs ont l'annulation ou la révocation d'un brevet selon l'article donné ?",14961
1009,"Quelles sont les autorisations accordées aux parties en ce qui concerne les livres de commerce conformément à cet article de la loi belge ?",5260
1010,"Quelles sont les peines prévues pour la personne qui se soustrait frauduleusement au paiement immédiat après avoir fait approvisionner un véhicule en carburant ou en lubrifiant, selon l'article de loi donné?",6701
1011,"Quels types d'organisations le conseil provincial discute-t-il lors de l'examen des budgets et des comptes, en vertu de l'article donné ?",17604
1012,"Quels droits héréditaires sont conservés par l'adopté et ses descendants selon cet article de loi?",1202
1013,"Quelles sont les obligations de l'organe de contrôle en matière de vérification de la conformité des déclarations selon l'article donné ?",18132
1014,"Quels critères doivent être réunis par l'organisateur de la formation complémentaire selon l'article donné ?",21271
1015,"Quel est le traitement légal des cohéritiers en cas de contravention à une clause pénale pour une obligation indivisible ?",2120
1016,"Quelles sont les obligations de l'affréteur concernant la restitution du navire en vertu de cet article de la loi belge ?",19203
1017,"Quelles sont les conditions d'octroi des aides allouées par le Gouvernement pour remédier aux dommages causés par des calamités naturelles dans le secteur agricole, les phénomènes climatiques défavorables et les maladies animales/organismes nuisibles aux végétaux?",11154
1018,"Quels sont les délais possibles pour la prorogation du délai mentionné à l'article 152/7, § 2, du Code, et qui est autorisé à demander cette prorogation selon l'article donné ?",7548
1019,"Quelle est la condition nécessaire pour qu'une maison d'accueil puisse bénéficier d'une subvention pour couvrir les frais du personnel éducatif selon l'article de loi ?",7412
1020,"Quelles sont les procédures à suivre si aucun candidat ne se manifeste pour le poste de directeur général suite à l'appel à candidature prévu à l'article L1157-3?",17158
1021,"Quelles sont les conséquences de l'apport de branche d'activité par une personne physique à une société, selon cet article de loi ?",20752
1022,"Quelles sont les obligations du travailleur en cas d'accident ou d'incident avec un objet tranchant à usage médical selon l'article 6, alinéa 2, 4° de la loi ?",22051
1023,"Quels sont les effets juridiques d'une vente faite à l'essai selon cet article de loi?",2343
1024,"Quelle est la durée pendant laquelle le cédant est tenu de garantir la bonne fin de l'exécution des charges en cas de cession de permis?",607
1025,"Quelles sont les conditions pour que la confiscation spéciale soit prononcée en matière de crime ou délit selon l'article donné ?",6121
1026,"Quelles sont les mesures prévues par la loi lorsqu'un inculpé ou un prévenu placé sous mandat d'arrêt se trouve à l'étranger au sein d'une fraction de l'armée et ne peut bénéficier de l'assistance d'un avocat ?",13471
1027,"Quelles sont les conditions requises pour qu'une personne soit dispensée de l'examen d'aptitude professionnelle en vue d'une nomination?",4038
1028,"Quelles informations doivent figurer dans le rapport de rémunération établi par le principal organe de gestion des entités spécifiées dans l'article donné de la loi belge?",18143
1029,"Quels sont les critères à prendre en compte pour déterminer la recevabilité d'une action en réparation collective selon l'article donné ?",15678
1030,"Quelles sont les effets du délai pour se pourvoir en cassation et du pourvoi en cassation selon l'article de loi donné ?",5478
1031,"Quels sont les cas de remplacement du bâtonnier prévus par la loi?",4405
1032,"Quelle est l'amende maximale qui peut être imposée aux coupables pour fait de rébellion en plus de la peine d'emprisonnement selon cet article?",6393
1033,"Quelles sont les conséquences de la nullité de la signification ou notification d'une décision en termes de délai pour introduire un recours selon cet article de loi?",3841
1034,"Quelles sont les limites de l'exclusion provisoire d'un élève d'une école ou d'un cours au cours d'une même année scolaire, selon cet article de loi statutaire belge?",11551
1035,"Quelle est la durée maximale pendant laquelle un délégué social peut exercer sa mission auprès d'une même SISP, selon l'article de loi donné?",669
1036,"Cette disposition s'applique-t-elle uniquement aux officiers en service actif ou à tous les officiers, qu'ils soient en congé ou en permission ?",6809
1037,"Peut-on recourir à l'arbitrage d'un tiers dans le cas où l'estimation d'une valeur n'est pas possible?",2347
1038,"Quelles règles encadrent la répartition du résultat de la Société selon l'article donné ?",16893
1039,"Quel est le délai pour introduire un recours au Conseil d'État suite à une notification de la décision de la commission de contrôle selon cet article de loi ?",18085
1040,"Quelles sont les différentes formes d'évaluation mises en place pour vérifier l'atteinte des objectifs visés en matière de démarche qualité et d'amélioration continue dans les établissements d'accueil et d'hébergement pour aînés en vertu de cet article de loi ?",9264
1041,"Quelles sont les règles fixées par le Gouvernement concernant l'évaluation des incidences sur l'environnement lorsque plusieurs permis sont nécessaires pour la réalisation d'un projet?",11854
1042,"Quelles sont les entités concernées par le dispositif mobile de soutien à l'inclusion des personnes handicapées tel que définies dans l'article donné ?",8242
1043,"Quelle est la définition d'une plante génétiquement modifiée selon l'article de loi donné?",11007
1044,"Quel est le délai maximum pour que l'employeur informe par écrit le travailleur des mesures individuelles envisagées ?",21005
1045,"Quelles missions sont confiées à l'organisme payeur et quels types de données à caractère personnel utilise-t-il pour les poursuivre ?",10905
1046,"Quelles sont les étapes préalables au retrait d'agrément d'un organisme d'interprétariat en milieu social selon cet article de loi belge ?",7579
1047,"Quelle information doivent inclure les huissiers de justice dans leurs procès-verbaux concernant les adjudicataires?",5842
1048,"Quelles mesures la Commission d'avis sur les recours peut-elle prendre en cas d'urgence selon l'article de la loi statutaire mentionné?",9929
1049,"Quels sont les droits et pouvoirs des fonctionnaires et agents de l'administration en ce qui concerne la vérification de la conformité des associations aux dispositions du Code décrétal, notamment en ce qui concerne les conditions d'agrément ?",9398
1050,"Quelles sont les modalités de fixation des montants de subvention pour chaque mission visée à l'article 154/1 du Code?",7573
1051,"Quels sont les termes à utiliser pour faire référence au décret mentionné dans l'article statutaire donné en français ?",11312
1052,"Quelles sont les différentes formes de soutien à la scolarité envisagées en fonction de la situation de handicap, des besoins de chaque jeune, des choix des parents et des moyens disponibles selon cet article de loi?",7933
1053,"Quelles sont les conditions pour le renouvellement de l'agrément de sécurité pour un gestionnaire d'infrastructure en vertu de la loi statutaire belge ?",3382
1054,"Quelles sont les conséquences de la constitution d'un nouveau mandataire pour la même affaire selon cet article de loi?",2725
1055,"Quelles mentions doivent être incluses dans une convention de partenariat entre le service de soutien et l'associé du service selon l'article donné?",8257
1056,"Quel est le délai pour interjeter appel d'une décision disciplinaire concernant un membre mis en cause selon cet article de loi?",4549
1057,"Quels sont les délais minimum pour la convocation d'un avocat devant le conseil de discipline selon l'article donné ?",4418
1058,"Quel modèle de calcul est utilisé pour déterminer les dotations octroyées à la nouvelle commune suite à une fusion de communes selon l'article de loi donné?",17170
1059,"Quel organe est chargé de déterminer le cadre organique du personnel de l'Agence, selon l'article de loi donné ?",9902
1060,"Quelles sont les conditions dans lesquelles un membre de l'équipe du service de santé mentale peut ne pas divulguer les informations à l'usager selon l'article de loi donné?",10666
1061,"À quelles conditions météorologiques doit cesser l'emploi à l'air libre d'équipements de travail servant au levage de charges non guidées, selon l'article donné de la loi belge ?",21644
1062,"Quelles sont les mesures à prendre concernant les denrées alimentaires falsifiées en vertu de cet article de loi?",6689
1063,"Sur quel fondement la cour peut-elle rejeter la demande du défendeur concernant une pièce à produire lors d'un procès ?",5002
1064,"Quelles catégories de personnes sont considérées comme incapables de contracter selon cet article de loi?",2013
1065,"Quelles sont les entreprises qui ne sont pas tenues de s'inscrire en tant qu'entreprises soumises à inscription dans la Banque-Carrefour des Entreprises selon l'article donné ?",14000
1066,"Quelles actions peuvent être entreprises dans le cadre d'une opération de rénovation urbaine selon l'article de loi donné?",12962
1067,"Quelles conséquences peuvent avoir les demandeurs s'ils perdent leur demande minoritaire selon cet article de loi?",20318
1068,"Quelles mesures peuvent être prises par le Ministre en cas de dépassement des normes de qualité des eaux souterraines concernant la concentration en pesticides, selon cet article de la loi belge?",16420
1069,"Quelles mesures peuvent être prises par les contrôleurs de la navigation concernant un navire étranger suspecté d'avoir été impliqué dans un rejet de substances polluantes lorsqu'il est dans un port belge selon cet article de la loi?",19691
1070,"Quelles obligations doit respecter le conseiller en prévention aspects psychosociaux lors de l'examen d'une demande concernant des faits reprochés à une personne mise en cause selon cet article de la loi?",21014
