,synthetic_question,article_ids
12192,Je souhaite envoyer des publicités par courrier électronique en Belgique. Est-ce que j'ai besoin du consentement préalable du destinataire pour pouvoir le faire conformément à la loi ?,15339
12193,Une opposition a été soulevée dans une affaire. Doit-on obligatoirement notifier l'opposition au procureur général et aux parties concernées ?,13666
12194,Je suis responsable d'un service d'aides familiales en Belgique. Doit-on obligatoirement avoir au moins six aides familiales pour pouvoir bénéficier des subventions pour les cours de perfectionnement ?,7630
12195,Deux propriétaires fonciers se disputent la primauté de leur héritage respectif. La servitude établit-elle une priorité de propriété d'un héritage par rapport à un autre selon cet article de loi?,1569
12196,Une organisation recevant un agrément de l'AWIPH souhaite bénéficier d'une subvention pour son infrastructure. Est-il possible de recevoir un subside basé sur le quota horaire accordé par l'agrément de l'AWIPH ?,8446
12197,Je suis un organisme assureur opérant en Wallonie. L'Agence a-t-elle le pouvoir de contrôler mes obligations telles que définies par le Livre et ses arrêtés d'exécution en Wallonie ?,9937
12198,"Je souhaite utiliser un service proposé par une entreprise étrangère qui opère en Belgique. Les autorités belges peuvent-elles exiger que j'obtienne une autorisation spécifique pour bénéficier de ce service, malgré le fait que l'entreprise soit établie dans un autre État membre de l'UE ?",14030
12199,Une organisation a reçu une subvention pour un projet spécifique. Est-ce que le dispensateur de la subvention peut contrôler sur place l'utilisation des fonds octroyés ?,17704
12200,Une association à but non lucratif demande un subside trimestriel. Comment se calcule le montant du subside à octroyer pour chaque trimestre selon la loi ?,8372
12201,Je suis un citoyen belge et j'ai effectué une déclaration fiscale. Est-ce que l'Administration a le pouvoir d'établir le montant des contributions ou taxes suite à ma déclaration ?,16706
12202,"Avant l'adoption d'un enfant mineur, les adoptants demandent au tribunal de la famille une adoption simple. Est-il possible que le tribunal puisse décider de changer cette adoption simple en une adoption plénière à la place, si des motifs sérieux et conformes à l'intérêt supérieur de l'enfant sont présentés ?",5369
12203,Un jeune a résidé dans un service résidentiel en 2016. Est-ce que l'AWIPH peut réclamer la part contributive de ce service résidentiel pour jeunes en 2016?,9197
12204,"Une autorité doit délivrer ou refuser un permis pour un projet soumis à évaluation des incidences sur l'environnement. Lorsque le permis est accordé pour un tel projet, quels éléments doivent obligatoirement figurer dans la décision d'octroi du permis selon l'article en question ?",11868
12205,Un magistrat a été réintégré dans ses fonctions après les avoir cessées un moment. Est-ce que les majorations d'ancienneté sont calculées comme s'il n'avait jamais cessé d'exercer ses fonctions une fois réintégré selon l'article 315 ?,4278
12206,Un travailleur handicapé exerce ses fonctions dans une entreprise de travail adapté depuis 2003. Est-ce que le pourcentage d'intervention en vigueur à la date du 1er janvier 2003 peut être conservé par le travailleur handicapé si son contrat de travail n'a pas été interrompu depuis lors et qu'il exerce toujours dans la même entreprise ?,9174
12207,Une fédération souhaite obtenir une reconnaissance officielle. Doit-elle envoyer à l'Agence le programme d'activités pour accompagner sa demande de reconnaissance ?,10577
12208,Une personne souhaite faire des travaux sur un bâtiment situé dans une zone publique en Belgique. Est-ce que le gouvernement belge doit délivrer le permis pour ces travaux en vertu de cet article de loi ?,12725
12209,Un inspecteur social reçoit une plainte concernant des infractions dans une entreprise. Peut-il révéler le nom de la personne ayant déposé la plainte à l'employeur ou à quiconque sans autorisation expresse de l'auteur ?,6896
12210,Un navire a été hypothéqué pour garantir une dette. Est-ce que l'hypothèque sur le navire s'étend également aux accessoires du navire et au fret selon la loi en vigueur?,18899
12211,"Suite à une décision gouvernementale, des nouvelles mesures sont prises concernant les activités des agences. Quelles sont les modalités d'application de l'article 43/15 du Code décrétal définies par l'Agence ?",7240
12212,Un propriétaire souhaite apporter des modifications à la répartition des surfaces de vente et des activités commerciales dans un bâtiment de grande taille. Doit-il respecter des critères spécifiques pour augmenter la surface commerciale nette d'un établissement ou modifier significativement l'activité commerciale ?,12679
12213,Vous avez récemment découvert que la propriété que vous possédez est classée comme un bien du patrimoine immobilier classé en Belgique. Est-il obligatoire que ce bien soit inclus dans l'inventaire du patrimoine immobilier en raison de sa classification en tant que patrimoine immobilier classé ?,456
12214,Une entreprise de transport aérien a perdu les bagages d'un voyageur pendant un vol. L'entreprise est-elle responsable de la perte des bagages du voyageur si elle ne peut pas prouver une cause externe à l'origine de cette perte ?,14886
12215,Les parties souhaitent fixer une date pour leur cause. Est-ce possible de demander conjointement la fixation de la cause devant le président de la chambre compétente ?,4840
12216,"Je gère une entité autorisée établie en Belgique accomplissant des actes visés par la loi. Dois-je publier et actualiser les informations sur le respect des obligations décrites concernant la distribution et la communication des exemplaires en format accessible selon l'article XI.192, § 1er, alinéa 2 du Code de Droit Economique ?",15177
12217,"Je suis un propriétaire qui envisage d'effectuer des travaux de démolition dans mon bâtiment contenant de l'amiante. Ai-je le droit de faire appel à n'importe quelle entreprise pour ces travaux, ou suis-je limité aux entreprises d'enlèvement d'amiante agréées par le Service Public Fédéral Emploi, Travail et Concertation sociale ?",22008
12218,"Pour être nommé conseiller à la Cour du travail, un avocat doit remplir certaines conditions. Un avocat qui a travaillé cinq ans en tant qu'avocat mais n'a pas exercé de fonctions judiciaires peut-il être nommé conseiller à la Cour du travail ?",4098
12219,Des actes criminels ont été commis en mettant le feu à des biens. Les auteurs de ces incendies peuvent-ils encourir une peine de réclusion de quinze ans à vingt ans selon cet article de loi ?,6706
12220,"Une société a récemment nommé des membres au conseil de surveillance. Les membres du conseil de surveillance sont-ils automatiquement rémunérés, sauf indication contraire, pour leur mandat au sein de la société ?",20465
12221,J'ai trouvé une copie illégale d'un programme d'ordinateur en possession d'une entreprise. Peut-on être condamné pour contrefaçon si on détient sciemment une copie illégale d'un programme d'ordinateur à des fins commerciales?,15262
12222,Un conseil municipal tient une séance publique. Une question délicate nécessite une discussion confidentielle. Peut-on passer à une séance à huis clos directement sans avoir tenu la séance publique au préalable ?,17020
12223,Un mandat au sein d'un organe administratif devient vacant avant son expiration. Est-ce qu'un magistrat vacant est remplacé par le premier candidat classé sur une liste spécifique conformément à l'article 259bis-2 du Code judiciaire belge?,4119
12224,"Un couple souhaite faire une déclaration de cohabitation légale devant l’officier de l’état civil en Belgique. Est-ce que l’officier de l’état civil peut refuser d’acter la déclaration de cohabitation légale dans certaines situations spécifiques, et quelles sont les procédures à suivre en cas de refus ?",2332
12225,"J'envisage de contracter un prêt hypothécaire garanti par un navire. Est-ce que la section régissant les crédits garantis par une hypothèque sur navire s'applique dans ce cas, en vertu de la loi mentionnée ?",18888
12226,Le Service de médiation pour le consommateur a besoin de financement pour traiter les litiges de consommation. Les entreprises concernées par le règlement extrajudiciaire de litiges de consommation doivent-elles verser une contribution financière au Service de médiation pour financer ces services ?,15585
12227,Un propriétaire d'un établissement envisage de le fermer de manière volontaire. Doit-il informer l'administration au moins combien de mois avant la fermeture pour se conformer à la loi ?,7445
12228,Une entreprise est en difficulté financière pour poursuivre ses activités. Est-ce que le tribunal peut ordonner la fin anticipée de la procédure de réorganisation judiciaire si le débiteur n'est plus en mesure de maintenir la continuité de ses actifs ou de ses activités ou fournit des informations incomplètes ou inexactes ?,15772
12229,Un scrutin a été violé lors d'un événement public. Des individus armés ont été impliqués. Quelles seront les peines encourues si les coupables étaient porteurs d'armes lors de la violation du scrutin ?,18037
12230,Le Bureau doit gérer ses finances conformément à certaines dispositions légales. Est-ce que le Bureau doit se conformer à la loi du 17 juillet 1975 concernant la comptabilité des entreprises pour gérer ses finances ?,14782
12231,"Un individu est porté disparu depuis une longue période et une décision déclarative d'absence a été prise. Est-ce que cette décision d'absence a les mêmes effets juridiques qu'un acte de décès, même si la personne est toujours en vie ?",992
12232,"J'ai ouvert un compte-titres en Belgique. Dois-je payer une taxe sur la valeur moyenne de mes instruments financiers inscrits sur ce compte-titres, selon la législation en vigueur ?",22284
12233,Un parent souhaite inscrire son enfant dans une classe immersive en Belgique. Peut-il y avoir une sélection préalable pour l'inscription dans une classe immersive conformément à cet article ?,11564
12234,Les employés d'une entreprise sont tenus de se laver les mains régulièrement pendant leur travail. Est-il obligatoire que des lavabos soient installés à proximité des postes de travail des employés pour qu'ils puissent se laver les mains pendant le travail ?,21459
12235,Une entreprise souhaite émettre des connaissements électroniques pour le transport de marchandises. Est-il obligatoire pour le fréteur de participer à un système commercial électronique pour émettre les connaissements électroniques à la demande de l'affréteur ?,19256
12236,Une élection vient de se tenir et les votes par correspondance ont été envoyés au bureau de dépouillement. Le dépouillement des votes par correspondance doit-il commencer dès que le bureau de dépouillement a reçu tous les plis qui lui sont destinés ?,3059
12237,Un individu a demandé une avance conforme à l'article 706. Il souhaite savoir sur quelle base son avance sera déterminée. Les activités prises en compte pour la détermination de l'avance sont-elles celles de l'année 2008 ?,9488
12238,Un tuteur est nécessaire pour une situation légale complexe. Le juge de paix peut-il être saisi pour désigner un administrateur ad hoc pour représenter un associé inapte au sein d'une société?,4650
12239,Un élève suit le cursus de l'enseignement secondaire de transition en Belgique. Doit-il développer des compétences en communication dans une langue moderne autre que le français selon la loi?,11357
12240,Je suis un employeur en Belgique et j'embauche des jeunes au travail. Suis-je légalement obligé de prendre des mesures de prévention pour assurer la santé et la sécurité des jeunes employés ?,22204
12241,Un établissement refuse de délivrer un titre de fonctionnement. L'établissement est-il tenu de informer immédiatement les résidents ou leurs représentants du refus ?,10352
12242,Un prévenu a été cité à comparaître devant le tribunal de police pour une contravention. Est-ce que le prévenu a le droit de demander une traduction des passages pertinents de la citation dans une langue qu'il comprend ?,13430
12243,Ma société a subi un préjudice lié à l'obtention illicite de notre secret d'affaires. Est-ce que le juge peut fixer un montant forfaitaire à titre de dommages et intérêts si l'étendue du préjudice ne peut pas être déterminée autrement selon l'article mentionné ?,15316
12244,Un Belge résidant à l'étranger souhaite faire transcrire un acte de l'état civil dans une commune belge. Peut-il demander lui-même la transcription de cet acte ou est-ce uniquement le procureur du Roi qui peut initier la démarche ?,16076
12245,Je suis un guide touristique et je souhaite emmener un groupe en randonnée dans une zone non balisée. Est-ce que je risque une amende en permettant à mon groupe d'accéder à un chemin non autorisé pour des raisons culturelles ?,3775
12246,"Une institution éducative doit maintenir des prestations adaptées aux usagers. Est-ce que le service doit enregistrer toutes les informations essentielles pour assurer la continuité des prestations aux usagers dans un outil de communication spécifique, y compris celles concernant la santé et la sécurité ?",8709
12247,"Une personne bénéficie de services de répit fournis par un service agréé. Est-ce que le service est tenu de conserver un relevé détaillé des prestations de répit fournies, y compris le type de prestations, le nombre d'usagers concernés et la durée des prestations ?",8135
12248,"Vous envisagez de résider dans une résidence-service en Belgique. Selon la loi, quels sont les critères et normes que les résidences-services doivent respecter pour obtenir un titre de fonctionnement?",10359
12249,L'observatoire du foncier agricole doit répertorier les opérations portant sur les biens immobiliers agricoles. Le rapport annuel sur la situation foncière établi par l'observatoire est-il diffusé publiquement selon les modalités définies par le Gouvernement ?,11259
12250,Je suis devenu belge par naturalisation. Les effets de ma nationalité belge nouvelle s'appliquent-ils rétroactivement ou seulement à partir de la date à laquelle la nationalité a été accordée ?,18747
12251,"Une cour a refusé de se conformer à la demande du procureur général. Est-ce que cela entraîne l'arrêt ou la suspension de l'instruction ou du jugement, sauf dans quelles circonstances ?",13575
12252,Le directeur général d'une administration communale doit s'absenter pour une durée indéterminée. Peut-on nommer un directeur général faisant fonction en son absence pour une période maximale de trois mois ?,17083
12253,Le Comité demande des informations à l'employeur concernant le bien-être des travailleurs et l'environnement de travail. Est-ce que l'employeur doit fournir des rapports et documents sur les équipements de travail et les produits utilisés aux membres du Comité pour discussion et consultation ?,21340
12254,Des scellés ont été brisés intentionnellement. Quelles sont les peines prévues pour ceux qui brisent délibérément des scellés selon la loi ?,6403
12255,"Une entreprise belge transfère son siège à l'étranger. Les créanciers du PPEU peuvent-ils exiger une sûreté dans les deux mois suivant la publication du transfert de siège à l'étranger, en vertu de cet article de loi ?",20935
12256,Un employeur a omis de fournir des renseignements nécessaires au contrôle du chômage dans les délais impartis. Est-ce que cet employeur peut être puni d'une sanction de niveau 2 selon l'article cité ?,7124
12257,"Un promoteur immobilier souhaite promouvoir un projet de constructions groupées. Peut-il faire de la publicité pour le projet sans indiquer la commune, la date et le numéro du permis d'urbanisation ?",12855
12258,Un relais social reconnu demande une subvention pour couvrir les salaires de son personnel administratif. La subvention accordée par le Ministre peut-elle dépasser 54% du salaire d'un agent administratif à temps plein ?,7358
12259,"Un individu souhaite déterminer les aspects juridiques d'un bien, notamment s'il est mobilier ou immobilier. Est-ce que la section applicable de la loi détermine également les droits de propriété intellectuelle affectant un bien ?",16042
12260,"Les élections municipales approchent en Belgique. Dois-je voter dans la commune où je suis inscrit sur la liste des électeurs, selon cette loi ?",3171
12261,Un sénateur belge a été élu comme représentant au Parlement européen. Perd-il automatiquement son mandat de sénateur coopté dès la validation de son nouveau mandat au Parlement européen ?,3157
12262,Je suis responsable d'une ASBL agréée en Wallonie et je souhaite renouveler notre agrément. Est-ce que le comité d'accompagnement peut donner un avis sur notre demande de renouvellement d'agrément selon la loi en vigueur ?,11762
12263,"Suite à des élections locales, des réclamations ont été déposées concernant des irrégularités. Le gouverneur peut-il annuler les élections communales en raison d'irrégularités qui pourraient influencer la répartition des sièges entre les différentes listes ?",18050
12264,Un consommateur a des difficultés financières suite à un contrat de crédit. Le juge de paix peut-il accorder des facilités de paiement au consommateur pour rembourser ses dettes contractuelles conformément à l'article 2032 du Code civil ?,14441
12265,"Vous êtes locataire d'un immeuble et un tiers intervient dans la location. Est-ce légal que le propriétaire vous impose de payer les frais liés à l'intervention d'un tiers dans la location de l'immeuble, sauf si vous êtes le commanditaire de la mission d'intermédiation ?",846
12266,"Un employé a reçu son salaire mensuel. Est-ce que le traitement mensuel de l'employé est indexé en fonction de l'indice-pivot 138,01 ?",4290
12267,Un consommateur a conclu un contrat de crédit à la suite d'une méthode de vente illicite. Est-ce que le juge a le pouvoir d'annuler complètement le contrat ou de limiter les obligations du consommateur à un certain montant suite à cette violation de la loi ?,14568
12268,Une entité doit classer les documents liés à ses comptes par article de budget. Est-ce que les copies de ces documents à destination des tiers doivent être classées de la même manière que les originaux selon cet article de loi ?,9522
12269,Les travailleurs sont exposés à des vibrations dans leur environnement de travail. Doit-on procéder à une surveillance de la santé des travailleurs en cas d'exposition à des vibrations selon la loi en vigueur ?,21735
12270,Une commission communale doit être constituée pour représenter divers intérêts au sein de la commune. Est-il obligatoire que les membres de la commission communale soient répartis de manière équilibrée en termes de genre et de tranche d'âge de la population communale ?,12451
12271,Je possède une carrière en activité et une zone de prise d'eau souterraine se trouve sur le site. Dois-je respecter des mesures spécifiques concernant les engins de chantier et le stockage des produits pour préserver la qualité de la nappe souterraine ?,16430
12272,Un locataire souhaite reprendre la gestion de son habitation actuellement gérée par un opérateur immobilier public. Peut-il demander la reprise de la gestion de son logement à tout moment en envoyant un courrier recommandé à l'opérateur immobilier public?,627
12273,Une association souhaite procéder à une transformation transfrontalière. Peut-on obtenir un certificat du notaire pour attester que les formalités préalables ont été accomplies avant la décision de transformation ?,20842
12274,Une entreprise souhaite obtenir un agrément. Qui est compétent pour prendre des décisions concernant l'agrément selon cet article de loi ?,16451
12275,Une société belge demande l'agrément à la FSMA pour exercer des activités financières. Est-ce que la FSMA peut refuser l'agrément si elle estime que les personnes détenant plus de 20% du capital de la société ne présentent pas les qualités nécessaires pour assurer une gestion saine et prudente de l'entreprise ?,14537
12276,"Deux parties ont conclu une transaction, mais l'une d'elles affirme qu'il y a eu dol. Est-il possible de demander l'annulation de la transaction en cas de dol ?",2778
12277,Les parents ont choisi de scolariser leur enfant à domicile mais n'ont pas obtenu le certificat d'études de base selon les délais fixés. La Commission de l'enseignement à domicile peut-elle déroger aux conditions d'admission pour l'inscription de l'enfant dans une école organisée ou subventionnée par la Communauté française ?,11487
12278,Le Ministre envisage une consultation pour une décision en vertu de l'article D.II.48. Est-ce que le Ministre a une obligation de consulter des personnes ou instances spécifiques avant de prendre sa décision ?,12609
12279,Une organisation a introduit une demande de subvention auprès de la Région wallonne pour un projet. Cette demande n'a pas encore reçu d'accord de principe. Peut-on inclure cette demande dans un programme triennal transitoire pour continuer à bénéficier de la subvention demandée ?,17722
12280,Un réseau hospitalier clinique locorégional ne satisfait plus aux normes requises. L'organe de gestion du réseau peut-il refuser de comparaître ou de présenter sa défense lors de l'audition proposée par l'Agence avant la décision ministérielle de suspension ou de retrait de l'agrément ?,9375
12281,"Je suis un artiste qui souhaite changer de société de gestion pour mes droits d'auteur. Est-ce que ma société actuelle peut m'empêcher de confier la gestion de mes droits à une autre société de gestion, même si je leur notifie un préavis de six mois avant la fin de l'exercice comptable ?",15184
12282,Un parent unique d'un mineur est décédé. Est-ce que l'officier de l'état civil doit notifier le juge de paix de manière électronique dans les trois jours suivant le décès ?,949
12283,Une société de logement social opère sans contrat de gestion avec la SLRB. Quelles matières spécifiques sont régies par le règlement élaboré par la SLRB pour les SISP opérant sans contrat de gestion ?,657
12284,Une entreprise souhaite obtenir une autorisation spécifique d'une autorité administrative locale. Doit-elle faire sa demande auprès du gouverneur de province ou du commissaire d'arrondissement de Mouscron selon l'article cité ?,18092
12285,Un officier de l'état civil souhaite établir un acte pour un proche. Peut-il légalement rédiger un acte d'état civil pour son frère selon l'article de code donné ?,900
12286,Je souhaite obtenir un agrément pour travailler dans le secteur agricole en Belgique. Le Gouvernement peut-il refuser l'agrément si l'une des personnes impliquées ne jouit pas d'une indépendance suffisante vis-à-vis des agriculteurs selon l'article D.3 ?,10879
12287,J'ai repris un bien meuble corporel en infraction aux règles de l'article VII.147/25. Suis-je légalement tenu de rembourser la totalité des sommes versées dans les trente jours suite à la résolution du contrat de crédit ?,14595
12288,Une affaire a été portée devant le tribunal d'arrondissement. Les parties doivent comparaître pour une audience. Les avocats des parties doivent-ils être informés de manière formelle par pli judiciaire ou par lettre missive avant l'audience ?,4727
12289,Le procureur général souhaite faire cassation d'un arrêt. Le réquisitoire doit-il être déposé au greffe dans ce cas ?,5220
12290,Vous envisagez de construire une maison à moins de 250 mètres d'une forêt protégée en Belgique. Ai-je besoin d'une autorisation du Ministre de l'Agriculture pour construire une maison à proximité de cette forêt ?,3674
12291,"Un procureur agit dans une affaire devant le tribunal. Est-ce que le procureur doit toujours exercer ses fonctions territorialement près de la cour ou tribunal où il est établi, à moins que la loi ne le prévoie autrement ?",3946
12292,Plusieurs associations locales ont été créées en vertu de circonstances spécifiques précises. Doivent-elles se conformer aux dispositions du décret actuel sur les ASBL communales?,17297
12293,"Une personne souhaite adopter un enfant mais est mariée. Est-ce que le conjoint de l'adoptant doit donner son consentement pour l'adoption, même s'il est présumé absent ou incapable d'exprimer sa volonté selon la loi ?",1172
12294,Je suis confronté à un problème de santé mentale nécessitant une hospitalisation psychiatrique. Qui est la personne qualifiée pour désigner les établissements de soins psychiatriques où je pourrais être admis en vertu de la législation hospitalière en Belgique ?,10585
12295,Une entreprise située en Wallonie engage du personnel et envisage de fixer des dépenses forfaitaires en termes de salaire. Les dépenses forfaitaires de personnel pourront-elles excéder les montants prévus par l'échelle barémique Région wallonne relative à la Commission paritaire 329.02 dans ce cas ?,11775
12296,"Vous êtes un usager recevant du bois délivré pour un usage spécifique. Si je vends le bois attribué à un usage particulier, suis-je passible de confiscation et d'amende selon la loi en vigueur ?",3643
12297,"Un propriétaire souhaite aménager l'accès à sa résidence en créant une nouvelle voie d'accès pour les véhicules. Existe-t-il une distance minimale à respecter entre cette nouvelle voie d'accès et les portes, passages pour piétons et autres structures dans le cadre de cette réglementation ?",21430
12298,"Un site immobilier inutilisé est concerné par des dispositions spécifiques. Quelle est la superficie minimale nécessaire pour qu'un bien immeuble soit considéré comme un ""site inexploité"" selon l'article 551 du Code de l'Environnement de la Région de Bruxelles-Capitale?",488
12299,"Je suis un employé de rang A1 dans une administration publique belge. Suis-je considéré comme un fonctionnaire général selon l'article 3, § 2, du même arrêté ?",9564
12300,La Commission consultative spéciale Clauses abusives formule des recommandations. La Commission consultative spéciale Clauses abusives a-t-elle le pouvoir de proposer des modifications réglementaires aux ministres ?,14259
12301,Je contracte un prêt avec un taux d'intérêt variable. Est-il légal pour le prêteur de modifier les taux d'intérêt ou les frais stipulés dans le contrat de crédit sans préavis ?,14477
12302,"Une personne a été accusée publiquement de crimes qu'elle n'a pas commis par une tierce partie, sans justification apparente. Cette tierce partie peut-elle être condamnée pour divulgation méchante selon la loi ?",6607
12303,"Contexte: Une autorité compétente doit statuer sur une demande d'autorisation concernant un projet affectant l'environnement. 

Question: Est-ce que le public a le droit de participer à l'évaluation des incidences environnementales d'un plan ou programme selon le présent Code ?",11653
12304,"Une personne a divulgué l'identité d'un membre des services de police protégé. Quelle sanction est prévue pour la divulgation de l'identité d'un membre des services de police protégé, selon la loi?",13400
12305,"Une entreprise rencontre des difficultés financières et saisit le tribunal. Le tribunal peut-il partager les informations recueillies avec d'autres organismes, publics ou privés, pour aider l'entreprise en difficulté ?",15736
12306,Je travaille dans un environnement où je suis exposé à des agents chimiques dangereux. Mon employeur est-il obligé de mettre à ma disposition une douche avec eau chaude et froide ?,21460
12307,Une entreprise fait faillite et des marchandises ont été livrées mais non payées. Le curateur a-t-il le droit de demander la livraison de ces marchandises en payant le prix convenu ?,15910
12308,Un couple marié a des dettes communes après le partage de leurs biens. Les dettes communes restantes peuvent-elles être réclamées à chaque époux indépendamment de ce qu'ils ont reçu lors du partage de biens ?,2283
12309,"Je cherche un logement géré par une agence immobilière sociale en Belgique avec des conditions de revenus spécifiques. Est-ce que je peux obtenir un logement géré par une agence immobilière sociale si mes revenus sont inférieurs ou égaux à ceux fixés selon l'article 2, § 2, 1° ?",734
12310,L'Agence doit présenter des rapports annuels sur ses activités au Gouvernement. Est-ce que le rapport annuel de l'Agence doit être transmis au Parlement chaque année au plus tard le 30 avril ?,11130
12311,Je souhaite obtenir des informations urbanistiques concernant une propriété en Belgique. Qui est responsable de déterminer la forme et le contenu des renseignements urbanistiques selon la loi?,513
12312,Je viens de créer une entreprise en Belgique et je vais l'inscrire auprès de la Banque-Carrefour des Entreprises. Quelles informations obligatoires doivent figurer dans l'inscription de mon entreprise selon l'article III.17 de la loi statutaire belge?,13970
12313,"Je suis un fournisseur de services de paiement en Belgique. Mon service de paiement, qui implique une collecte et une remise d'espèces à titre non professionnel dans le cadre d'une activité à but non lucratif, est-il exempté des dispositions du Code de Droit Économique en matière d'opérations de paiement ?",14305
12314,"Des individus sont suspectés d'avoir frauduleusement tenté de s'inscrire sur une liste électorale. Est-ce que la fraude pour s'inscrire sur une liste d'électeurs est punissable par une amende, selon cet article de loi ?",3106
12315,Le gouvernement doit fournir des rapports réguliers sur l'offre de services en matière d'addictions. Le rapport sur l'offre en assuétudes est-il transmis au Parlement tous les deux ans ?,10794
12316,Une entreprise souhaite participer aux travaux de normalisation technique dans un domaine spécifique. Est-il obligatoire pour les commissions de normalisation de faire appel à des opérateurs sectoriels agréés pour assurer des présidences ou des secrétariats techniques de leurs commissions ?,14779
12317,Une entreprise de construction utilise des plongeurs pour des travaux sous l'eau. Qui est responsable de la sécurité des plongeurs pendant les travaux en immersion selon la loi en Belgique ?,21766
12318,"Un bien soumis à l'usufruit a subi des dommages, mais seulement une partie est détruite. L'usufruitier conserve-t-il ses droits sur la partie non détruite du bien ?",1553
12319,Un nouvel arrêté a été publié concernant le personnel spécifique. Est-ce que les articles 71 à 73 de cet arrêté s'appliquent au personnel mentionné dans cette sous-section?,9640
12320,Une organisation reçoit des subventions de l'AWIPH pour exécuter ses activités liées au Code. L'AWIPH effectue-t-elle un audit annuel des comptes et de la performance financière des centres bénéficiaires de subventions ?,8465
12321,Une assemblée générale des associés d'une société immobilière est prévue. Certains associés détiennent plus de parts que d'autres. Est-ce que le droit de vote des associés est déterminé en fonction du nombre de parts qu'ils possèdent lors de cette assemblée générale ?,666
12322,"Suite à la résolution de la cause de l'apposition des scellés et en l'absence d'opposant, la levée des scellés est requise. Doit-on dresser un inventaire lors de la levée des scellés conformément aux dispositions du livre mentionné dans l'article ?",5279
12323,J'ai versé un acompte sur une prestation qui ne sera achevée que dans six mois. Ai-je le droit de demander le remboursement de cet acompte avant la fin des six mois prévus pour la prestation ?,2074
12324,"Une personne a été condamnée pour infraction et a écopé d'une amende administrative. Dans l'année suivante, elle commet à nouveau une autre infraction similaire. Est-il possible que le montant de l'amende administrative soit doublé en cas de récidive dans l'année suivant une condamnation précédente pour une infraction similaire ?",6971
12325,Une entreprise financière opère dans l'Espace Économique Européen. La FSMA peut-elle effectuer des vérifications sur place dans les succursales de cette entreprise situées dans l'Espace Économique Européen en tant qu'État membre d'origine ?,15416
12326,Une entreprise belge a constaté que ses informations commerciales confidentielles ont été divulguées sans autorisation. La loi belge protège-t-elle ces secrets d'affaires et prévoit-elle des mesures en cas de divulgation illicite selon la transposition de la directive (UE) 2016/943 ?,15303
12327,Je suis intéressé par l'élevage de bétail et souhaite conclure un contrat particulier. Quelles sont les obligations précises des parties impliquées dans un bail à cheptel selon la loi belge ?,2557
12328,Un tribunal a rendu une décision annulant un contrat conformément à l'article 1089. Les parties impliquées peuvent-elles utiliser la cassation pour échapper aux obligations de la décision annulée?,5189
12329,"Suite à un héritage, je suis désigné comme bénéficiaire de l'usufruit d'une propriété. Dois-je assumer des frais pour l'usufruit de la propriété qui m'a été attribuée après le décès du propriétaire ?",1508
12330,Plusieurs parties sont impliquées dans un litige indivisible. Est-ce que le défendeur doit également être partie au pourvoi dirigé contre toutes les autres parties concernées dans un litige indivisible ?,5183
12331,Je m'apprête à entrer dans une maison d'hébergement collectif en Belgique. Serai-je informé préalablement et de manière détaillée des tarifs mensuels pour l'hébergement et les services offerts avant mon entrée ?,10838
12332,Une entreprise expose ses travailleurs à l'amiante. L'employeur doit-il prendre des mesures spécifiques pour minimiser l'exposition à l'amiante sur le lieu de travail selon la loi en vigueur en Belgique ?,21974
12333,Le bureau d'aide juridique sollicite une subvention annuelle pour ses frais d'organisation. La subvention annuelle pour les bureaux d'aide juridique est-elle versée à l'avance ou après la période d'utilisation ?,4505
12334,Une société a été scindée en plusieurs entités. Qui est responsable d'établir les comptes annuels pour la période intermédiaire entre la scission et l'approbation des comptes annuels des sociétés bénéficiaires ?,20723
12335,Un travailleur a été exposé à des agents chimiques sur son lieu de travail. Les données d'exposition à ces agents chimiques doivent-elles être notifiées au travailleur selon la loi en vigueur ?,21129
12336,Un accusé a vu sa condamnation annulée et doit être rejugé. Est-ce que l'accusé devra être présent devant la chambre des mises en accusation ou la cour d'assises pour le nouveau jugement au criminel ?,13707
12337,"Un navire de mer est en route pour un port, mais il doit d'abord s'écarter pour sauver des vies humaines. Est-il légal pour le navire de s'écarter de sa route afin de sauver des vies humaines conformément à la loi mentionnée ?",19280
12338,Vous exploitez une entreprise dans le secteur alimentaire en Belgique. Qui est autorisé à approuver les laboratoires pour effectuer des analyses officielles de vos produits selon la loi en vigueur ?,11984
12339,Les autorités sont impliquées dans un cas de flagrant délit. Les autorités sont-elles autorisées à dresser des procès-verbaux et à recevoir les déclarations de témoins dans un cas de flagrant délit sans suivre les règles établies par le procureur du Roi?,13284
12340,Un établissement pour personnes âgées a vu son titre de fonctionnement suspendu par les autorités compétentes. Est-ce que la décision de suspension du titre de fonctionnement doit être immédiatement communiquée au bourgmestre et au président du centre public d'action sociale selon la loi?,10363
12341,Les autorités locales préparent la mise en place d'un guichet unique. Le guichet unique doit-il être opérationnel avant le 1er janvier 2017 selon la loi en vigueur ?,11786
12342,Une personne accusée d'un crime ne se présente pas au tribunal lors de l'ouverture des débats et n'est pas détenue. Peut-elle être jugée par défaut dans ce cas ?,13592
12343,Certains Centres de service social ont été agréés avant 1986. Ces Centres doivent-ils être reconnus comme conformes aux dispositions actuelles en vertu de ce titre ?,7502
