,synthetic_question,article_ids
11899,Je suis employé dans une entreprise en Belgique. Est-ce que mes données de santé liées à ma surveillance médicale au travail seront incluses dans un dossier spécifique selon la loi statutaire belge ?,21128
11900,Une entreprise souhaite contester une taxe qu'elle estime être injuste. Les fonctionnaires chargés de la taxe ont-ils le pouvoir d'entendre la contestation et d'effectuer des ajustements si nécessaire ?,524
11901,Le gouvernement a décidé d'exproprier certains biens pour des raisons d'utilité publique. Est-ce que la procédure d'expropriation peut être effectuée de manière urgente en prenant immédiatement possession des biens en question selon l'article de loi cité ?,287
11902,J'ai été convoqué par un magistrat EPE pour une affaire en cours d'instruction. Le magistrat EPE a-t-il le pouvoir d'exécuter lui-même certains actes d'enquête nécessaires pour mener à bien sa mission ?,13759
11903,"Une entreprise fournit des équipements de travail à ses employés. Doivent-ils obligatoirement respecter les directives communautaires et les normes de sécurité pour garantir un environnement de travail sûr, en vertu de ce texte de loi?",21618
11904,Un échevin est accusé d'inconduite notoire. Peut le Gouvernement ou son délégué suspendre un échevin pour une durée supérieure à trois mois en cas d'inconduite notoire ?,17048
11905,"Une association vient d'être créée, mais il y a eu des problèmes pendant sa constitution. Peut-on annuler une association si le nombre de fondateurs valablement engagés est inférieur à deux?",20630
11906,Un employé a découvert de l'amiante dans un bâtiment où il travaille. Est-ce que l'employeur est tenu d'établir un inventaire complet de l'amiante présente dans tout le bâtiment et les équipements de travail conformément à cette loi ?,21940
11907,"Un centre d'hébergement collectif ne respecte pas les normes requises. Est-ce que la reconnaissance du centre peut être suspendue, réduite ou retirée en raison de cette non-conformité aux normes d'hébergement ?",10826
11908,"Vous êtes en train de mettre en place un plan comptable pour votre entreprise de distribution. Est-ce que les règles d'évaluation à suivre pour le plan comptable ""Distributeur"" sont basées sur les dispositions réglementaires actuelles et les articles R308bis18 à R308bis20 ?",16784
11909,Une personne handicapée a soumis une demande à l'AWIPH. Est-ce obligatoire pour la personne handicapée de fournir tous les documents et renseignements demandés par l'AWIPH pour examiner sa demande ?,8653
11910,Un individu a volé des matières nucléaires en utilisant des substances toxiques pour commettre le délit. Serait-il possible que le coupable reçoive une peine plus sévère en raison de l'utilisation de substances inhibitives lors du vol de matières nucléaires ?,6646
11911,Un agent a été en congé sans solde pour le mois en question. Aura-t-il droit à un pécule de vacances pour ce mois-là selon cet article ?,18411
11912,Un individu demande un prêt à une banque en Belgique. Est-ce que la banque a le droit d'utiliser le numéro d'identification du Registre national des personnes physiques pour traiter la demande de crédit ?,14524
11913,Une entreprise souhaite établir ses comptes de résultats. Peut-on fusionner les comptes d'exploitation de différents secteurs d'activités dans le compte de résultats selon cet article de loi ?,9532
11914,Une personne prétend avoir le droit de me réclamer une somme d'argent sans raison valable. Cette prétention pourrait-elle avoir un fondement légal en Belgique ?,2020
11915,Un groupe d'administration locale a pris une décision lors de son assemblée générale qui pourrait nuire aux intérêts généraux. Est-ce que le Collège provincial peut annuler les délibérations de l'assemblée générale si elles vont à l'encontre des intérêts généraux ou d'autres institutions publiques?,16264
11916,Une entreprise a accusé un individu d'avoir obtenu et utilisé illégalement des secrets d'affaires. Le président du tribunal peut-il prendre en considération les mesures prises pour protéger le secret d'affaires lorsqu'il évalue si la demande doit être acceptée ou rejetée ?,5609
11917,Une enquête est en cours impliquant un mineur et un majeur vulnérable. Qui est autorisé à assister à l'audition enregistrée selon la loi ?,13363
11918,Une assemblée d'obligataires est prévue pour prendre des décisions importantes. Est-ce que les obligataires peuvent voter par procuration lors de cette assemblée ?,20533
11919,Un individu est accusé d'avoir falsifié un certificat officiel. Quelles peines peuvent être appliquées à ceux qui falsifient ou utilisent de faux certificats selon la loi en Belgique ?,6323
11920,Je suspecte que des documents falsifiés ont été utilisés pour des actes civils. Est-ce que je peux déposer une plainte pour faux même si ces documents ont déjà été utilisés dans des procédures civiles ou judiciaires ?,13727
11921,Un nouvel arrêté a été publié concernant la réglementation du personnel d'une entreprise. Est-ce que l'article 20 de cet arrêté s'applique au personnel mentionné dans la sous-section actuelle ?,9570
11922,Je souhaite construire un refuge de pêche sur mon étang en Belgique. Combien de refuges de pêche suis-je autorisé à construire par étang ou groupe d'étangs selon la loi ?,12581
11923,"Une zone doit être réhabilitée sur le plan paysager et environnemental. Après l'adoption d'un périmètre de site à réaménager, quelles sont les démarches requises pour que cet arrêté soit officiellement enregistré?",13178
11924,Un employeur a utilisé des actes frauduleux pour ne pas payer les cotisations sociales de son employé. Est-il possible que l'amende pour cette infraction soit multipliée en fonction du nombre de travailleurs concernés ?,7133
11925,"Des élections pour le renouvellement de la Chambre des représentants fédérales ont lieu en Belgique. Les candidats à la Chambre des représentants peuvent-ils demander l'attribution du même sigle ou numéro d'ordre que ceux d'une liste pour une autre élection, sous certaines conditions ?",3016
11926,Un inculpé cherche à obtenir copie de certaines pièces du dossier d'une affaire pénale en cours. Peut-il demander l'assistance judiciaire pour obtenir ces copies sans frais conformément à l'article donné ?,4759
11927,Le Gouvernement est chargé de superviser la conception des épreuves externes communes. Quelles sont les conséquences en cas de violation du secret professionnel concernant le contenu des épreuves d'évaluation ?,11635
11928,Un employé est suspendu préventivement suite à des accusations pénales. Est-ce que la suspension préventive peut être prolongée au-delà de quatre mois pendant une enquête pénale en cours ?,17206
11929,Une institution gère une maison de retraite et souhaite réaliser des investissements. Peut-elle bénéficier de la garantie du Gouvernement pour accéder à un crédit en vue de ces investissements?,10407
11930,"Un refuge a recueilli un chien abandonné et souhaite assurer son bien-être. Est-il obligatoire de prendre en compte les spécificités de l'animal et de répondre à ses besoins selon sa nature, selon la loi en Belgique ?",12298
11931,"Suite à une décision judiciaire, des parties demandent une clarification sur un point litigieux non abordé. Doivent-elles adresser leur demande directement au juge ayant rendu la décision ou peuvent-elles saisir une autre juridiction pour cette demande de clarification ?",4889
11932,"Vous souhaitez exercer une fonction psychologique en Belgique. Est-ce obligatoire d'avoir le titre de psychologue pour accéder à une telle fonction, conformément à l'article mentionné ?",7591
11933,Un organisme de transport public gère un système de points accordés aux usagers en fonction de leur utilisation mensuelle. Est-ce que l'Agence doit enregistrer les mouvements des usagers et communiquer les points accumulés aux services en charge chaque mois selon cet article de la loi?,8856
11934,Un employé de la Région wallonne souhaite postuler à un nouvel emploi. Est-ce que la période entre le 1er juillet et le 31 août est exclue pour lancer la procédure d'appel à candidatures pour la mobilité ?,18221
11935,Le directeur général d'une commune en Belgique supervise divers aspects de gestion. A-t-il le pouvoir de participer avec voix délibérative au jury d'examen lors du recrutement du personnel communal ?,17070
11936,"Suite à un transfert de personnel de la Communauté française à la Région wallonne, des questions se posent sur les conditions de conservation des avantages liés à l'exercice d'une fonction. Les avantages liés à l'exercice d'une fonction sont-ils conservés par le personnel transféré après le transfert ?",10616
11937,"Vous avez reçu une notification de taxation d'une taxe régionale en Wallonie. Est-ce que le décret de 6 mai 1999 sur l'établissement, le recouvrement, et le contentieux des taxes régionales wallonnes s'applique à cette taxe spécifique que vous contestez ?",16697
11938,Un candidat-huissier de justice a cessé son activité professionnelle principale depuis 8 mois. Est-ce que son inscription au tableau des huissiers de justice sera automatiquement supprimée ?,4518
11939,Un officier a publiquement attaqué les membres de la Famille royale. Peut-on le destituer pour avoir insulté les membres de la Famille royale selon cet article de loi ?,6792
11940,J'ai donné une procuration à quelqu'un pour gérer mes affaires bancaires. Est-ce que je peux révoquer cette procuration à tout moment sans avoir besoin d'une justification particulière?',2723
11941,La police a besoin d'accéder aux données pour enquêter sur des infractions. Le procureur du Roi peut-il ordonner verbalement la communication des données en cas d'extrême urgence dans le cadre d'une enquête?,13258
11942,Il y a une demande urgente d'avis à examiner par la commission d'avis et d'enquête. Est-ce que l'approbation de l'assemblée générale est nécessaire pour les avis requis dans l'urgence en vertu de cet article?,4133
11943,J'ai obtenu des intérêts échus sur un capital. Est-il possible que ces intérêts eux-mêmes génèrent des intérêts en vertu de la loi ?,2042
11944,J'ai une demande à soumettre à une agglomération de communes en Belgique. Je réside dans une commune qui fait partie de cette agglomération. Est-ce que je dois déposer ma demande auprès du bourgmestre de ma commune de résidence ou du bourgmestre de la commune où se trouve le siège principal de l'agglomération ?,17450
11945,"Je souhaite obtenir l'agrément pour prendre en charge des personnes en situation de handicap. Après l'évaluation par l'Agence, est-il possible que l'agrément soit accordé pour une durée indéterminée ?
",9073
11946,Une entreprise est en difficulté financière et le président du tribunal de l'entreprise a désigné un mandataire de justice pour faciliter un accord amiable. Le débiteur peut-il renoncer à sa demande d'accord préparatoire à tout moment de la procédure ?,15749
11947,La loi sur les quotas d'émission de gaz à effet de serre est modifiée. L'ordonnance du 31 janvier 2008 est-elle encore en vigueur pour régir le système d'échange de quotas ?,193
11948,"Des mesures restrictives ont été prises dans une zone de prévention, mais elles se sont avérées insuffisantes. Le ministre peut-il imposer des dispositions similaires dans une zone de surveillance plus large sans avoir reçu de demande de l'exploitant ?",16417
11949,Une entreprise a récemment mis en place un registre pour surveiller l'utilisation des ressources. Qui est responsable du contrôle du fonctionnement et de l'utilisation du registre selon la loi en Belgique ?,1798
11950,Une personne me demande de fournir un service en échange d'une somme d'argent. Est-ce qu'un simple arrangement oral entre nous peut être considéré comme un contrat en vertu de cet article de loi?,1990
11951,Je travaille dans un secrétariat de parquet en Belgique. Est-ce que le secrétaire en chef du parquet a l'autorité de diriger les services administratifs sous la supervision du procureur général ?,4002
11952,Je suis candidat à un concours pour devenir juge en Belgique. Je suis germanophone et je souhaite passer l'examen partiellement en allemand. Puis-je demander à ce que la partie écrite de l'examen d'aptitude professionnelle ou du concours d'admission au stage judiciaire soit effectuée en allemand en tant que candidat germanophone ?,4123
11953,Deux affaires sont liées. Est-ce que le renvoi pour cause de litispendance ou de connexité empêche le juge d'appliquer les articles 639 et 640 dans le cas où les affaires sont liées ?,4730
11954,"Une maison d'hébergement présente des manquements graves mettant en danger la sécurité et la santé des résidents. Peut le bourgmestre s'opposer à la proposition de fermeture d'urgence d'une maison d'hébergement formulée par l'Agence, conformément à l'article 694/17 du Code décrétal ?",9833
11955,"Un couple marié possède une entreprise qu'ils gèrent ensemble. Est-ce que les deux époux doivent consentir pour les actes autres que d'administration liés à leur activité professionnelle commune, en vertu de cet article de loi ?",2259
11956,Deux entreprises ont signé un contrat commercial. Est-ce que le titre mentionné s'applique au contrat si les deux parties ont convenu d'une clause dérogatoire obligatoire pour toutes les parties concernées ?,19361
11957,Vous êtes membre d'une commission communale de constat des dégâts en Belgique. Est-ce que l'Administration peut demander des données à caractère personnel à d'autres personnes que la personne concernée pour remplir les missions de la commission ?,10934
11958,Un couple marié est en train de partager ses biens. L'époux ayant utilisé des fonds communs pour acquérir des biens souhaite obtenir une récompense. L'époux peut-il demander une récompense pour avoir financé l'acquisition des biens meubles à concurrence de plus de la moitié avec des fonds communs?,2246
11959,Un vendeur a vendu un produit en trompant l'acheteur sur la quantité. Est-il possible de condamner le vendeur à une peine d'emprisonnement en vertu de l'article donné ?,6684
11960,Un individu a signé un contrat au nom d'une entreprise mais n'a pas mentionné le nom des dirigeants de cette entreprise. Est-ce que la personne qui a signé le contrat au nom de l'entreprise est personnellement responsable en l'absence de mention des mandants dans l'acte ?,20087
11961,Plusieurs agents et fonctionnaires sont tenus de prêter serment devant un juge de paix. Qui peut prêter serment devant le juge de paix selon l'article donné ?,4659
11962,Une personne souhaite devenir juge de paix suppléant en Belgique. Doit-elle avoir suivi le barreau ou exercé des fonctions judiciaires pendant au moins cinq ans pour être éligible à ce poste ?,4035
11963,Un agriculteur souhaite épandre des fertilisants sur ses terres agricoles en Belgique. Quelles sont les mesures que le Gouvernement peut prendre pour réglementer l'utilisation de matières ou substances telles que les matières organiques ou les fertilisants dans le cadre des activités agricoles ?,16436
11964,J'ai reçu des prestations sociales du gouvernement belge. Est-ce que ces prestations peuvent être saisies pour rembourser des créances indûment perçues ?,5732
11965,Les habitants d'une commune ont signé une demande pour une consultation populaire. Est-ce que le collège communal doit vérifier les signatures en double et de ceux qui ne répondent pas aux conditions fixées avant de clôturer le contrôle ?,17133
11966,Un propriétaire refuse de réaliser des travaux de restauration sur son bien situé dans un site à réaménager. Le tribunal peut-il le contraindre à effectuer ces travaux aux frais du propriétaire s'ils ne sont pas réalisés dans le délai fixé par le tribunal ?,12939
11967,Je prévois de séjourner dans un hôtel en Belgique et de confier des objets de valeur à l'hôtelier. L'hôtelier peut-il refuser de prendre en dépôt mes objets de valeur pour des raisons autres que celles de sécurité ?,2670
11968,Une entreprise rencontre des difficultés financières majeures en Belgique. Est-ce que l'entreprise doit élaborer un plan de gestion approuvé par le Gouvernement pour bénéficier d'une aide financière de la Région et éviter d'autres mesures telles que la désignation d'un commissaire spécial ?,12207
11969,Un couple résident habituellement en Belgique a adopté un enfant à l'étranger. Ils veulent que cette adoption soit reconnue en Belgique. Quelles sont les conditions pour qu'une adoption faite dans un Etat étranger soit reconnue en Belgique selon la loi belge ?,1243
11970,Je souhaite obtenir l'agrément provisoire de l'AWIPH. Est-ce que le Comité de gestion de l'AWIPH peut refuser l'agrément provisoire ?,8379
11971,Vous cherchez à comprendre le fonctionnement de la Commission. Qui compose le secrétariat de la Commission et quelles sont ses missions selon l'article de loi donné ?,12442
11972,Un locataire a subi des dommages matériels dans un bien loué. Est-ce que l'action en indemnité pour ces dommages est soumise à une prescription et doit-il toujours y avoir un passage subsistant même si l'action en indemnité n'est plus recevable ?,1610
11973,"Je vais bientôt demander un passeport belge pour voyager à l'étranger. Quelles autorités peuvent recevoir et utiliser les informations de mon passeport belge, selon la loi ?",2911
11974,Un époux souhaite demander le divorce et qui a également des enfants mineurs avec son conjoint. Est-ce que le tribunal de la famille a compétence pour statuer sur les demandes relatives à l'hébergement et aux droits aux relations personnelles des enfants mineurs dans le cadre de la procédure de divorce ?,4598
11975,Les élections municipales approchent et je souhaite vérifier si mon nom est correctement inscrit au registre électoral. Puis-je consulter les registres de scrutin pour vérifier mon inscription en tant qu'électeur ?,17832
11976,Deux personnes sont en conflit électoral et introduisent des documents comme preuve. Qui doit payer les frais pour ces documents introduits comme preuve dans l'instance électorale ?,2980
11977,Une société de gestion opère en Belgique. Doivent-ils fournir un rapport de gestion et le publier sur leur site Web comme prescrit par la loi belge ?,15187
11978,Une personne a acquis des objets contrefaits utilisés pour fabriquer des billets étrangers. Peut-elle être condamnée à de la prison en vertu de cet article ?,6299
11979,Une société gère des logements sociaux. Est-ce obligatoire pour la société de recruter un référent social pour assurer l'accompagnement social des locataires de logements d'utilité publique ?,12154
11980,"Un organisme public a mis en place un plan de développement urbain pour une ville. Est-il obligatoire de réévaluer et réétablir ce plan de développement tous les cinq ans, selon la loi en vigueur ?",7
11981,"Une entreprise souhaite mener une expérience nécessitant des animaux vivants. Est-ce que le gouvernement peut imposer l'utilisation d'une méthode n'impliquant pas d'animaux vivants pour cette expérience, conformément à la législation en vigueur ?",12365
11982,Je suis récemment nommé comme juge social en Belgique. Ai-je besoin de me présenter devant une instance spécifique pour être officiellement reçu en tant que juge social ?,4167
11983,Je me rends dans un service de santé mentale pour une consultation. Est-ce que les tarifs et honoraires sont clairement affichés dans les salles d'attente de ce service ?,10675
11984,"Un juriste de parquet belge est désigné comme assistant auprès d'Eurojust. Peut l'assistant remplacer soit le membre belge, soit l'adjoint dans leurs fonctions respectives au sein d'Eurojust ?",4196
11985,Je dois envoyer une notification importante dans le cadre d'une procédure administrative. Puis-je utiliser le courrier électronique pour transmettre cet acte si la procédure est dématérialisée ?,16912
11986,Une entreprise est impliquée dans des activités professionnelles nuisant à l'environnement. Est-ce que les dommages à l'environnement causés par cette entreprise seront couverts par la présente loi si elle figure dans l'annexe I des activités professionnelles listées ?,11908
11987,Une entreprise souhaite obtenir un agrément pour ses activités mais a besoin de locaux spécifiques qui ne respectent pas les normes d'implantation habituelles. Est-ce possible pour l'entreprise d'obtenir une dérogation pour l'implantation des locaux en même temps que la demande d'agrément ?,10686
11988,Une entreprise souhaite soumettre une demande de règlement extrajudiciaire d'un litige de consommation au Service de médiation pour le consommateur. Quels documents spécifiques doivent être transmis avec le formulaire de demande ?,21195
11989,Des juges au tribunal de première instance sont désignés pour traiter des affaires d'infractions. Les juges d'instruction désignés peuvent-ils continuer à siéger pour le jugement des affaires soumises au tribunal de première instance ?,3877
11990,Plusieurs entreprises ont un contrat d'assainissement industriel en Belgique. Est-ce que l'Administration est responsable de l'établissement du coût d'assainissement industriel pour ces entreprises liées par contrat ?,16848
11991,Un témoin est appelé à déposer dans une affaire sans avoir vu aucun document écrit au préalable. Le témoin peut-il être autorisé à consulter des documents pertinents pour sa déposition avant de témoigner ?,5026
11992,Une enquête est en cours pour des infractions présumées. Le procureur du Roi peut-il requérir la police pour effectuer des actes de police judiciaire dans le cadre de cette enquête ?,13220
11993,Un couple a adopté un enfant de manière simple et souhaite maintenant le changer en adoption plénière. Peut la demande de conversion vers une adoption plénière être acceptée après la transcription du jugement initial d'adoption simple ?,1170
11994,"Une entreprise a découvert qu'un de ses secrets d'affaires a été obtenu, utilisé ou divulgué de manière illicite. Est-ce que l'entreprise peut engager une action en justice en se basant sur l'article XVII.21/1, § 1er, pour poursuivre les responsables de cette obtention, utilisation ou divulgation illicite du secret d'affaires ?",15630
11995,"Un litige en matière internationale est soumis à un jugement en Belgique. Les règles de répartition de rémunération entre le propriétaire du navire, le commandant et le reste de l'équipage assistant s'appliquent-elles automatiquement dans cette situation ?",19411
11996,Une personne handicapée vit en ménage avec une autre personne bénéficiant également d'une allocation. Le revenu du ménage est-il divisé en deux pour chaque bénéficiaire en situation de handicap et son partenaire en termes d'allocation?,7251
11997,"Une propriété est mise en vente aux enchères suivant un mode établi par l'usage local en Belgique. Est-il possible d'obtenir une indemnité en tant qu'enchérisseur si ma première offre égale ou dépasse la mise à prix, conformément à l'article en question ?",5891
11998,Un agent de l'État travaille actuellement selon un régime de semaine de quatre jours. Peut-il demander à revenir à un régime de travail normal avec un préavis de trois mois ou moins ?,18637
11999,Une nouvelle station d'épuration collective est en construction dans un quartier résidentiel. Est-il obligatoire que cette station soit conçue pour fonctionner de manière efficace dans toutes les conditions climatiques normales du lieu ?,16733
12000,Un travailleur a subi des examens médicaux dans le cadre de la surveillance de sa santé au travail. Est-ce que le travailleur a le droit de demander la transmission de ses résultats d'examens à un médecin de son choix après avoir donné un accord écrit ?,22070
12001,Vous êtes propriétaire d'une habitation dans une zone régionale spécifique définie par le Gouvernement wallon. Pouvez-vous bénéficier d'aides financières spécifiques en raison de l'emplacement de votre logement conformément à l'article 2 de la loi en vigueur ?,12095
12002,"Un employé souhaite être promu à la deuxième échelle de traitement. Est-il nécessaire d'avoir obtenu la mention ""exceptionnel"" ou ""répond aux attentes"" trois fois dans son échelle de traitement pour être promu, ou existe-t-il une autre condition spécifique à remplir pour cette promotion ?",4298
12003,Des scellés sont apposés sur des biens dans le cadre d'une enquête. Est-il légalement requis que le délai minimum entre l'apposition et la levée des scellés soit de trois jours ?,5277
12004,Un procès vient de se terminer avec un jugement prononcé par le tribunal. Le procureur du Roi doit-il envoyer un extrait du jugement au procureur général dans les quinze jours suivant sa prononciation ?,13496
12005,Je fais partie des catégories protégées en tant que travailleur. Est-il légal pour mon employeur de me licencier uniquement en raison de mon appartenance à ces catégories protégées ?,21086
12006,"Vous êtes un résident dans un établissement. Recevez-vous un repas chaud et complet chaque jour selon la loi, même en cas de forte chaleur ?",9098
12007,Un couple marié demande le divorce en Belgique. Est-il obligatoire pour le jugement de divorce d'inclure l'identité complète des parties ainsi que les lieu et date de leur mariage ?,5476
12008,Deux affaires en cours devant le même juge semblent être liées. Est-ce que le juge a le pouvoir de joindre les deux affaires d'office s'il les considère connexes ?,4947
12009,Les élections sont en cours dans une commune belge. Est-ce que le bourgmestre assisté de deux échevins est responsable de constituer une liste de jurés par tirage au sort basée sur les numéros des électeurs ?,4074
12010,La Wallonie est impliquée dans des questions liées à la Commission internationale de l'Escaut. Le Gouvernement wallon a-t-il le pouvoir de déterminer qui fait partie de sa délégation à cette commission internationale de l'Escaut ?,16103
12011,Plusieurs militaires ont planifié et déserté ensemble. Est-ce que la désertion de plus de deux militaires constitue automatiquement une désertion avec complot selon l'article donné ?,6814
12012,Je suis une entreprise ferroviaire demandant une autorisation de mise sur le marché d'un véhicule ferroviaire en Belgique. Les autorités de sécurité peuvent-elles délivrer cette autorisation sans frais si le domaine d'utilisation est limité à un réseau ferroviaire belge?,3469
12013,"Un gestionnaire de site souhaite obtenir des avis sur le plan de déplacements d'activités d'un site en Belgique. Est-ce que l'Administration peut demander l'avis de Bruxelles Environnement, des zones de police, des communes ou des sociétés de transport public sur le plan de déplacements d'activités à la demande du gestionnaire de site ou de l'utilisateur du site ?",90
12014,Une commune de la Région envisage d'adopter un plan particulier d'affectation du sol. Est-ce que la décision d'ouvrir la procédure pour l'adoption d'un tel plan doit être motivée formellement selon la loi ?,263
12015,Les autorités éducatives entament des négociations importantes sur divers aspects de l'enseignement en Communauté française. Est-ce que le Comité de négociation a compétence pour traiter des conditions d'accès et de passage des élèves dans le système éducatif?,11449
12016,"Un particulier souhaite demander une prime à la S.P.G.E pour des travaux de rénovation de sa maison. Est-ce que la S.P.G.E. doit statuer sur la demande de prime dans un délai de trente jours à compter de la complétude du dossier, quel que soit le moment où le particulier transmet sa demande de fixation du montant de la prime ?",16937
12017,Je suis en litige avec une entreprise au sujet d'un produit défectueux. Le médiateur pour le consommateur peut-il demander des explications et informations aux employés de l'entreprise lors du traitement de ma demande de règlement extrajudiciaire ?,15593
12018,Vous avez installé un système d'épuration individuelle sur votre propriété. Est-ce que les agents désignés par les organismes d'assainissement agréés ont le pouvoir de constater des infractions liées à votre système d'épuration individuelle selon le Code de l'Environnement ?,11904
12019,"Une organisation souhaite engager des poursuites en cessation d'infraction pour protéger les intérêts des consommateurs. Est-ce qu'une organisation étrangère peut être considérée comme une ""entité qualifiée"" pour ce faire en Belgique selon la loi ?",13943
12020,Une affaire est en instance devant un tribunal en Belgique. Est-il possible qu'un jugement soit déclaré nul s'il a été rendu par un nombre insuffisant de juges ou si ces juges n'ont pas assisté à toutes les audiences de la cause ?,4870
12021,Je possède un navire et je dois prouver que celui-ci est assuré conformément à l'article 2.3.2.4. Est-ce que je suis tenu de présenter un certificat d'assurance à bord du navire pour attester son assurance selon la loi en Belgique ?,19026
12022,Un lotisseur a commencé un lotissement avant une certaine date. Est-ce que les permis de lotir délivrés avant une date spécifique et pour lesquels les travaux d'aménagement prévus n'ont pas été achevés dans un délai donné sont considérés comme périmés selon l'article de la loi mentionné ?,577
12023,Un citoyen veut contester une décision administrative devant la chambre de recours wallonne. Peut-on être désigné assesseur de la chambre de recours par une organisation syndicale dans ce contexte ?,18333
12024,"Je suis victime d'une opération de paiement non autorisée suite au vol de ma carte bancaire. Suis-je tenu de supporter les pertes financières jusqu'à la notification conformément à l'article VII.38 de la loi, ou est-ce que les 50 euros maximum s'appliquent dans ce cas ?",14353
12025,"Une entreprise belge doit procéder à une vente spéciale suite à un sinistre ayant endommagé une partie importante de son stock. Peut-elle utiliser la dénomination ""Liquidation"" pour cette vente sans enfreindre la loi ?",14180
12026,Une commune a établi un nouveau plan de gestion pour un parc public. Est-ce que ce plan de gestion doit être approuvé par le Gouvernement ?,17679
12027,Une association sollicite des participations financières. Les subventions reçues de la part des pouvoirs publics doivent-elles être déduites des charges correspondantes pour la détermination des participations financières selon l'article 779 ?,8042
12028,Une société souhaiterait se transformer en ASBL ou AISBL pour des raisons d'organisation interne. La transformation d'une société en ASBL ou AISBL implique-t-elle la perte de sa personnalité juridique ?,20811
12029,Le ministre a conclu un contrat-programme avec une entreprise individuelle concernant les prix pratiqués. Est-ce que le débiteur a le droit d'introduire un recours devant les tribunaux civils en cas de décision motivée de payer une indemnité pour inexécution du contrat ?,14150
12030,J'ai hérité de l'usufruit de certains biens meubles. Suis-je tenu de restituer ces biens dans leur état initial une fois que l'usufruit prend fin ?,1519
12031,"Je suis un agriculteur en Belgique. Dois-je payer une taxe par unité de charge pour mes animaux, et existe-t-il une exonération pour une certaine quantité de terre cultivée?",16693
12032,"Une entreprise rejette des eaux de surface affectées par des caractéristiques géologiques naturelles affectant leur qualité. Les objectifs de qualité s'appliquent-ils aux eaux rejetées dans cette situation spécifique, selon l'article de loi donné ?",16351
12033,Une personne a signé un mandat de domiciliation pour des paiements récurrents. Peut-elle résilier la domiciliation à tout moment en notifiant simplement son créancier ?,14342
12034,"Un litige a été porté devant le conseil de la chambre d'arrondissement et le rapporteur a recueilli des informations sur les faits. Est-il obligatoire pour les personnes convoquées de comparaître devant le conseil suite à une plainte, et quel délai est fixé pour la convocation ?",4559
12035,Une personne a reçu un certificat d'urbanisme pour un projet de construction. Le fonctionnaire délégué souhaite prendre des mesures à l'encontre de ce certificat. Peut le fonctionnaire délégué suspendre ou le gouvernement annuler le certificat d'urbanisme délivré par le collège des bourgmestre et échevins ?,423
12036,Un voisin envisage de creuser un puits près de mon mur mitoyen. Doit-il respecter une certaine distance prescrite par la loi pour éviter de nuire à ma propriété ?,1598
12037,Une association sans but lucratif est en train d'organiser un événement. Peut-elle inclure des membres du personnel ou des personnes apparentées dans son conseil d'administration conformément à la loi ?,7877
12038,Je suis propriétaire d'un bâtiment commercial en Belgique. Dois-je faire examiner la conformité de chaque installation électrique par un organisme agréé selon le RGIE ?,21483
12039,J'ai souscrit à un crédit hypothécaire pour acheter des biens mobiliers. Puis-je renoncer à ce crédit sans motif et dans quel délai après sa conclusion selon la loi en Belgique ?,14472
12040,"La faillite d'une entreprise est en cours de liquidation. Les créanciers doivent-ils être convoqués à une assemblée une fois que la liquidation de la faillite est terminée, selon cet article de loi ?",15880
12041,Un jugement doit être rendu par un président de la chambre. Est-ce que le président peut être remplacé par un autre juge si celui-ci est légitimement empêché de prononcer le jugement ?,4875
12042,Une société reçoit des subventions de la Société wallonne du Logement. Peut-elle utiliser ces subventions pour toute fin ou doit-elle les utiliser uniquement pour réaliser des missions définies par le Code ?,12158
12043,Deux parties ont conclu une transaction basée sur des documents falsifiés. La transaction est-elle valide même si les preuves utilisées ont été ultérieurement reconnues comme fausses ?,2780
12044,"Vous êtes locataire d'un logement social depuis 6 mois. Est-ce que le montant de votre loyer peut être indexé sur la base de l'indice des prix du Royaume, comme prévu par la loi du 1er mars 1977 ?",9035
12045,Un auteur artistique en Belgique a vendu une de ses œuvres. Est-il obligatoire de passer par la plateforme unique pour exercer le droit de suite sur la revente de son œuvre dans ce cas ?,15093
12046,Mon enfant a des troubles intellectuels qui affectent son intégration. Le service résidentiel pour jeunes peut-il l'accueillir et l'encadrer même s'il n'est pas lié à un établissement scolaire spécifique ?,8898
12047,Un résident s'apprête à signer une convention d'hébergement dans un établissement pour aînés. Doit-il recevoir une copie du règlement d'ordre intérieur et du projet de vie de l'établissement avant de signer la convention?,10335
12048,"Une entreprise demande à ce que vous posiez un acte juridique par voie électronique. Pouvez-vous être contraint de le faire, selon l'article donné ?",15351
12049,"Un service a reçu une subvention annuelle et doit envoyer la liste du personnel, mais il a du retard. Quelles sont les conséquences du non-respect du délai pour envoyer la liste du personnel au Service compétent dans le cadre de la subvention annuelle attribuée au service ?",8747
12050,Une entreprise souhaite obtenir un permis d'urbanisme pour la construction d'un dépôt de véhicules usagés. Est-il possible que la durée de ce permis soit limitée selon la législation en vigueur ?,12860
12051,Les élections sont en cours et les listes de candidats doivent être incluses dans les bulletins de vote. Les listes de candidats doivent-elles être présentées en ordre numéroté sur le bulletin de vote conformément à la loi en vigueur ?,3037
12052,Les opérateurs de la politique sociale et de la santé doivent fournir des données à l'administration selon les délais fixés. Les subventions pour ces opérateurs seront-elles liquidées avant qu'ils ne fournissent les données requises par l'administration ?,9995
